,tweet,product_,emotion,lemmatizer_tweets,textblob_polarity,textblob_subjectivity,vs_neg,vs_neu,vs_pos,vs_compound,nrc_sentiment,gi_sentiment,henry_sentiment,huliu_sentiment,jockers_sentiment,lm_sentiment,senticnet_sentiment,sentiword_sentiment,socal_sentiment
11,"['Find', 'amp', 'Start', 'Impromptu', 'Parties', 'SXSW', 'HurricaneParty', 'http', 'bit', 'ly', 'gVLrIn', 'can', 'wait', 'til', 'Android', 'app', 'comes']",Android App,1,Find amp Start Impromptu Parties SXSW HurricaneParty http bit ly gVLrIn can wait til Android app come ,0.0,0.0,0.0,0.704,0.296,0.743,-1.0,-1.0,0.0,0.0,-0.25,0.0,0.2633333333333333,-0.010416666749999998,2.841547331
12,"['Foursquare', 'ups', 'game', 'in', 'time', 'SXSW', 'http', 'j', 'mp', 'grN7pK', 'Still', 'prefer', 'Gowalla', 'far', 'best', 'looking', 'Android', 'app', 'date']",Android App,1,Foursquare ups game in time SXSW http j mp grN7pK Still prefer Gowalla far best looking Android app date ,0.2333333333333333,0.5666666666666667,0.0,0.811,0.189,0.6369,1.0,1.0,1.0,1.0,0.3,1.0,0.186,0.19791666666666666,2.636739787666667
13,"['Gotta', 'love', 'SXSW', 'Google', 'Calendar', 'featuring', 'top', 'parties', 'show', 'cases', 'check', 'RT', 'hamsandwich', 'via', 'ischafer', 'gt', 'http', 'bit', 'ly', 'aXZwxB']",Other Google product or service,1,Gotta love SXSW Google Calendar featuring top party show case check RT hamsandwich via ischafer gt http bit ly aXZwxB ,0.5,0.55,0.0,0.51,0.49,0.9246,0.3333333333333333,-0.3333333333333333,0.0,1.0,0.75,0.0,0.4798333333333334,0.1395833334,2.117065466
14,"['Great', 'sxsw', 'ipad', 'app', 'madebymany', 'http', 'tinyurl', 'com', '4nqv92l']",iPad or iPhone App,1,Great sxsw ipad app madebymany http tinyurl com 4nqv92l ,0.8,0.75,0.0,0.661,0.339,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.841547331
15,"['haha', 'awesomely', 'rad', 'iPad', 'app', 'madebymany', 'http', 'bit', 'ly', 'hTdFim', 'hollergram', 'sxsw']",iPad or iPhone App,1,haha awesomely rad iPad app madebymany http bit ly hTdFim hollergram sxsw ,0.6,0.65,0.0,0.602,0.398,0.765,0.0,-1.0,0.0,1.0,1.0,0.0,0.059,-0.125,2.841547331
16,"['Holler', 'Gram', 'iPad', 'the', 'iTunes', 'App', 'Store', 'http', 'co', 'kfN3f5Q', 'via', 'marc', 'ken', 'sxsw']",Unknown,3,Holler Gram iPad the iTunes App Store http co kfN3f5Q via marc ken sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0
17,"['just', 'noticed', 'DST', 'coming', 'weekend', 'many', 'iPhone', 'users', 'be', 'hour', 'late', 'SXSW', 'come', 'Sunday', 'morning', 'SXSW', 'iPhone']",iPhone,0,just noticed DST coming weekend many iPhone user be hour late SXSW come Sunday morning SXSW iPhone ,0.1,0.55,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,-0.25,-1.0,0.3413333333333333,0.18489583325,0.886058887
18,"['added', 'SXSW', 'flights', 'planely', 'Matching', 'people', 'planes', 'airports', 'Also', 'downloaded', 'KLM', 'iPhone', 'app', 'nicely', 'done']",iPad or iPhone App,1,added SXSW flight planely Matching people plane airport Also downloaded KLM iPhone app nicely done ,0.6,1.0,0.0,0.828,0.172,0.4404,0.0,0.0,0.0,1.0,1.0,0.0,0.1935,0.25,2.841547331
19,"['Must', 'SXSW', 'app', 'RT', 'malbonster', 'Lovely', 'review', 'Forbes', 'our', 'SXSW', 'iPad', 'app', 'Holler', 'Gram', 'http', 'co', 'g4GZypV']",iPad or iPhone App,1,Must SXSW app RT malbonster Lovely review Forbes our SXSW iPad app Holler Gram http co g4GZypV ,0.5,0.75,0.0,0.808,0.192,0.5859,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.0,2.841547331
20,"['Need', 'buy', 'iPad2', 'I', 'in', 'Austin', 'sxsw', 'sure', 'I', 'need', 'Q', 'at', 'Austin', 'Apple', 'store']",iPad,1,Need buy iPad2 I in Austin sxsw sure I need Q at Austin Apple store ,0.5,0.8888888888888888,0.0,0.859,0.141,0.3182,1.4,0.6,1.8,1.8,1.8,1.8,0.43600000000000005,0.5375,1.8
21,"['Oh', 'God', 'SXSW', 'app', 'iPad', 'pure', 'unadulterated', 'awesome', 's', 'easier', 'browse', 'events', 'iPad', 'on', 'website']",iPad or iPhone App,1,Oh God SXSW app iPad pure unadulterated awesome s easier browse event iPad on website ,0.5380952380952381,0.7333333333333334,0.0,0.571,0.429,0.8402,0.0,1.0,0.0,1.0,0.7000000000000001,1.0,0.15699999999999997,-0.20833333333333334,1.9895273165000003
22,"['Okay', 'is', 'really', 'yay', 'new', 'Foursquare', 'Android', 'app', '11', 'kthxbai', 'sxsw']",Android App,1,Okay is really yay new Foursquare Android app 11 kthxbai sxsw ,0.27878787878787875,0.38484848484848483,0.0,0.617,0.383,0.6801,1.8,1.8,1.8,1.4,1.3,1.8,1.2265000000000001,0.8166666665,2.742615443
23,"['Photo', 'installed', 'SXSW', 'iPhone', 'app', 'is', 'really', 'nice', 'http', 'tumblr', 'com', 'x6t1pi6av7']",iPad or iPhone App,1,Photo installed SXSW iPhone app is really nice http tumblr com x6t1pi6av7 ,0.6,1.0,0.0,0.781,0.219,0.4754,1.8,1.4,1.8,1.4,1.15,1.8,0.982,1.8,2.614211243333333
24,"['Really', 'enjoying', 'changes', 'Gowalla', '3', '0', 'Android', 'Looking', 'forward', 'seeing', 'else', 'amp', 'Foursquare', 'up', 'sleeves', 'SXSW']",Android App,1,Really enjoying change Gowalla 3 0 Android Looking forward seeing else amp Foursquare up sleeve SXSW ,0.5,0.6,0.0,0.802,0.198,0.5709,1.0,1.0,1.0,1.0,0.675,1.0,-0.335,0.1796875,0.0
25,"['RT', 'LaurieShook', 'm', 'looking', 'forward', 'the', 'SMCDallas', 'pre', 'SXSW', 'party', 'Wed', 'hoping', 'll', 'win', 'iPad', 'resulting', 'my', 'shameless', 'promotion', 'ChevySMC']",iPad,1,RT LaurieShook m looking forward the SMCDallas pre SXSW party Wed hoping ll win iPad resulting my shameless promotion ChevySMC ,0.8,0.4,0.087,0.578,0.336,0.7845,0.3333333333333333,0.0,0.0,0.0,0.33999999999999997,1.0,0.3538,0.0,-3.099726925
26,"['RT', 'haha', 'awesomely', 'rad', 'iPad', 'app', 'madebymany', 'http', 'bit', 'ly', 'hTdFim', 'hollergram', 'sxsw', 'via', 'michaelpiliero']",iPad or iPhone App,1,RT haha awesomely rad iPad app madebymany http bit ly hTdFim hollergram sxsw via michaelpiliero ,0.6,0.65,0.0,0.663,0.337,0.765,0.0,-1.0,0.0,1.0,1.0,0.0,0.059,-0.125,2.841547331
27,"['someone', 'started', 'austin', 'PartnerHub', 'group', 'google', 'groups', 'pre', 'sxsw', 'great', 'idea']",Other Google product or service,1,someone started austin PartnerHub group google group pre sxsw great idea ,0.8,0.75,0.0,0.709,0.291,0.6249,0.0,1.0,0.0,1.0,0.5,1.0,0.2815,0.0,1.554025746
28,"['new', '4sq3', 'looks', 'like', 'is', 'going', 'rock', 'Update', 'iPhone', 'Android', 'push', 'tonight', 'http', 'bit', 'ly', 'etsbZk', 'SXSW', 'KeepAustinWeird']",iPad or iPhone App,1,new 4sq3 look like is going rock Update iPhone Android push tonight http bit ly etsbZk SXSW KeepAustinWeird ,0.13636363636363635,0.45454545454545453,0.0,0.724,0.276,0.7269,1.0,-0.3333333333333333,0.0,1.0,0.65,0.0,0.21033333333333334,-0.07142857142857142,3.586298998
29,"['were', 'right', 'gowalla', '3', 'app', 'android', 'sweeeeet', 'Nice', 'job', 'the', 'team', 'sxsw']",Android App,1,were right gowalla 3 app android sweeeeet Nice job the team sxsw ,0.44285714285714284,0.7678571428571428,0.0,0.797,0.203,0.4215,1.0,1.0,0.0,1.0,0.8,0.0,0.2183333333333333,-0.015625,1.78471051
30,"['smart', 'madebymany', 'hollergram', 'iPad', 'app', 'sxsw', 'http', 'co', 'A3xvWc6', 'may', 'leave', 'vuvuzela', 'home']",iPad or iPhone App,1,smart madebymany hollergram iPad app sxsw http co A3xvWc6 may leave vuvuzela home ,0.21428571428571427,0.6428571428571429,0.081,0.738,0.181,0.3612,-1.0,1.0,0.0,1.0,0.125,0.0,-0.13424999999999998,-0.03125,1.7232167975000001
31,"['must', 'this', 'app', 'your', 'iPad', 'you', 'going', 'SXSW', 'http', 'itunes', 'apple', 'com', 'us', 'app', 'holler', 'gram', 'id420666439', 'mt', '8', 'hollergram']",iPad or iPhone App,1,must this app your iPad you going SXSW http itunes apple com u app holler gram id420666439 mt 8 hollergram ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4676666666666667,-0.4375,2.841547331
32,"['Attn', 'SXSW', 'frineds', 'mention', 'Register', 'GDGTLive', 'see', 'Cobra', 'iRadar', 'Android', 'link']",Unknown,3,Attn SXSW frineds mention Register GDGTLive see Cobra iRadar Android link ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08466666666666667,0.2,0.0
33,"['Anyone', 'sxsw', 'want', 'sell', 'old', 'iPad']",Unknown,3,Anyone sxsw want sell old iPad ,0.1,0.2,0.0,0.794,0.206,0.0772,0.0,0.0,0.0,0.0,0.0,0.0,-0.255,0.15625,1.227222289
34,"['Anyone', 'SXSW', 'bought', 'new', 'iPad', 'want', 'sell', 'older', 'iPad', 'me']",Unknown,3,Anyone SXSW bought new iPad want sell older iPad me ,0.1515151515151515,0.3939393939393939,0.0,0.874,0.126,0.0772,0.0,0.0,0.0,0.0,0.8,0.0,0.519,0.048611111000000005,3.586298998
35,"['sxsw', 'Oooh', 'RT', 'mention', 'Google', 'Launch', 'Major', 'New', 'Social', 'Network', 'Called', 'Circles', 'Possibly', 'Today', 'link']",Unknown,3,sxsw Oooh RT mention Google Launch Major New Social Network Called Circles Possibly Today link ,0.05804924242424242,0.5053030303030304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.0,0.0
36,"['best', 'RT', 'mention', 'Ha', 'First', 'line', 'ipad2', 'sxsw', 'quot', 'pop', 'quot', 'Apple', 'store', 'an', 'event', 'planner', 'eventprofs', 'pcma', 'engage365']",iPad,1,best RT mention Ha First line ipad2 sxsw quot pop quot Apple store an event planner eventprofs pcma engage365 ,0.625,0.31666666666666665,0.0,0.72,0.28,0.765,0.0,1.0,1.0,1.0,0.5,1.0,0.2786666666666667,0.10416666666666667,4.950096235
37,"['SPIN', 'Play', 'new', 'concept', 'music', 'discovery', 'your', 'iPad', 'mention', 'amp', 'spin', 'com', 'link', 'iTunes', 'sxsw', 'mention']",Unknown,3,SPIN Play new concept music discovery your iPad mention amp spin com link iTunes sxsw mention ,0.13636363636363635,0.45454545454545453,0.0,0.862,0.138,0.34,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.349625,0.02777777766666667,3.586298998
38,"['mention', 'False', 'Alarm', 'Google', 'Circles', 'Coming', 'and', 'Probably', 'Ever', 'link', 'Google', 'Circles', 'Social', 'SXSW']",Google,0,mention False Alarm Google Circles Coming and Probably Ever link Google Circles Social SXSW ,-0.18333333333333338,0.3333333333333333,0.156,0.844,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.0,0.0
39,"['VatorNews', 'Google', 'Apple', 'Force', 'Print', 'Media', 'Evolve', 'link', 'sxsw']",Unknown,3,VatorNews Google Apple Force Print Media Evolve link sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09300000000000001,0.0,0.0
40,"['mention', 'Great', 'weather', 'greet', 'for', 'sxsw', 'Still', 'need', 'sweater', 'night', 'Apple', 'putting', 'quot', 'flash', 'store', 'quot', 'downtown', 'sell', 'iPad2']",Apple,1,mention Great weather greet for sxsw Still need sweater night Apple putting quot flash store quot downtown sell iPad2 ,0.8,0.75,0.0,0.726,0.274,0.7506,1.0,0.0,0.0,0.0,0.8,0.0,-0.054636363636363636,-0.0625,0.0
41,"['HootSuite', 'HootSuite', 'Mobile', 'SXSW', 'Updates', 'iPhone', 'BlackBerry', 'amp', 'Android', 'Whether', 're', 'getting', 'friend', 'link']",Unknown,3,HootSuite HootSuite Mobile SXSW Updates iPhone BlackBerry amp Android Whether re getting friend link ,0.0,0.0,0.0,0.802,0.198,0.4939,1.0,1.0,0.0,0.0,0.8,0.0,0.369,0.125,0.0
42,"['Hey', 'SXSW', 'long', 'think', 'takes', 'us', 'make', 'iPhone', 'case', 'answer', 'mention', 'using', 'zazzlesxsw', 'we', 'make', 'you', 'one']",Unknown,3,Hey SXSW long think take u make iPhone case answer mention using zazzlesxsw we make you one ,-0.05,0.4,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.04199999999999999,0.149702381,1.08357769
43,"['Mashable', 'iPad', '2', 'Takes', 'SXSW', 'VIDEO', 'ipad', 'sxsw', 'gadgets', 'link']",Unknown,3,Mashable iPad 2 Takes SXSW VIDEO ipad sxsw gadget link ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09300000000000001,0.0,0.0
44,"['I', 'Pad', 'RT', 'mention', 'New', 'UberSocial', 'iPhone', 'in', 'App', 'Store', 'includes', 'UberGuide', 'SXSW', 'sponsored', 'link']",Unknown,3,I Pad RT mention New UberSocial iPhone in App Store includes UberGuide SXSW sponsored link ,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.0,0.0
45,"['IPad2', 'SmartCover', 'Opens', 'Instant', 'Access', 'should', 'waited', 'get', 'one', 'link', 'apple', 'SXSW']",iPad or iPhone App,1,IPad2 SmartCover Opens Instant Access should waited get one link apple SXSW ,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.06075,-0.075,0.0
46,"['Hand', 'Held', 'Hobo', 'Drafthouse', 'launches', 'Hobo', 'a', 'Shotgun', 'iPhone', 'app', 'SXSW', 'link']",Unknown,1,Hand Held Hobo Drafthouse launch Hobo a Shotgun iPhone app SXSW link ,0.0,0.0,0.0,0.775,0.225,0.4939,1.0,0.0,0.0,0.0,-0.1,0.0,0.026500000000000006,0.0,2.841547331
47,"['HOORAY', 'RT', 'mention', 'Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'mention', 'link']",Apple,1,HOORAY RT mention Apple Opening Pop Store Austin SXSW mention link ,0.0,0.0,0.0,0.713,0.287,0.6166,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0
48,"['Orly', 'mention', 'Google', 'set', 'launch', 'new', 'social', 'network', 'Circles', 'today', 'sxsw']",Unknown,3,Orly mention Google set launch new social network Circles today sxsw ,0.08484848484848484,0.2606060606060606,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.3205714285714286,-0.019791666749999992,2.1348321545
49,"['wooooo', 'mention', 'Apple', 'store', 'downtown', 'Austin', 'open', 'til', 'Midnight', 'sxsw']",Apple,1,wooooo mention Apple store downtown Austin open til Midnight sxsw ,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24500000000000002,-0.41666666700000005,2.962840895
50,"['Khoi', 'Vinh', 'mention', 'says', 'Conde', 'Nast', 'headlong', 'rush', 'iPad', 'publishing', 'a', 'quot', 'fundamental', 'misunderstanding', 'quot', 'the', 'platform', 'sxsw']",Unknown,3,Khoi Vinh mention say Conde Nast headlong rush iPad publishing a quot fundamental misunderstanding quot the platform sxsw ,0.0,0.0,0.141,0.859,0.0,-0.4215,0.0,-1.0,0.0,-1.0,-0.325,-1.0,-0.10714285714285714,-0.10416666675,0.0
51,"['mention', 'link', 'lt', 'HELP', 'FORWARD', 'DOC', 'all', 'Anonymous', 'accounts', 'techies', 'amp', 'ppl', 'can', 'help', 'us', 'JAM', 'libya', 'SXSW']",Unknown,3,mention link lt HELP FORWARD DOC all Anonymous account techie amp ppl can help u JAM libya SXSW ,0.0,0.0,0.0,0.723,0.277,0.7297,0.0,1.0,0.0,0.0,0.0,0.0,0.34819999999999995,0.27777777766666667,0.0
52,"['link', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newTwitter']",Unknown,3,link edchat musedchat sxsw sxswi classical newTwitter ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.084,0.25,3.367367479
53,"['mention', 'mention', 'the', 'location', 'based', 'fast', 'fun', 'future', 'link', 'via', 'mention', 'sxsw']",Unknown,3,mention mention the location based fast fun future link via mention sxsw ,0.16666666666666666,0.30833333333333335,0.0,0.769,0.231,0.5106,1.0,1.0,0.0,1.0,0.75,0.0,0.11424999999999999,0.09375,0.0
54,"['mention', 'mention', 'Google', 'Connect', 'Digital', 'amp', 'Physical', 'Worlds', 'Mobile', 'link', 'sxsw', 'mention']",Unknown,3,mention mention Google Connect Digital amp Physical Worlds Mobile link sxsw mention ,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155,0.125,0.0
55,"['mention', 'mention', 'talking', 'link', 'Google', 'effort', 'allow', 'users', 'have', 'open', 'systems', 'bettercloud', 'sxsw']",Google,1,mention mention talking link Google effort allow user have open system bettercloud sxsw ,0.0,0.5,0.0,0.863,0.137,0.2263,1.0,1.0,0.0,0.0,0.25,0.0,0.134,-0.1631944445,2.962840895
56,"['link', 'RT', 'mention', 'quot', 'Google', 'you', 'tweet', 'quot', 'the', 'new', 'quot', 'think', 'you', 'speak', 'quot', 'Mark', 'Belinsky', '911tweets', 'panel', 'SXSW']",Unknown,3,link RT mention quot Google you tweet quot the new quot think you speak quot Mark Belinsky 911tweets panel SXSW ,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.26233333333333336,0.0625,3.586298998
57,"['link', 'RT', 'mention', '1st', 'stop', 'the', 'SXSW', 'Chaos', 'amp', 'mention', 'hunt', 'Austin', 'Java', 'Get', 'the', 'spy', 'game', '4', 'chance', '2', 'win', 'iPad']",iPad,1,link RT mention 1st stop the SXSW Chaos amp mention hunt Austin Java Get the spy game 4 chance 2 win iPad ,0.2,0.4,0.199,0.606,0.195,-0.0258,0.0,0.0,0.0,1.0,0.11666666666666665,1.0,-0.024111111111111097,-0.0125,0.118575797
58,"['link', 'RT', 'mention', 'at', 'SXSW', 'check', 'the', 'Holler', 'Gram', 'ipad', 'app', 'mention', 'link']",Unknown,3,link RT mention at SXSW check the Holler Gram ipad app mention link ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.166666667,2.841547331
59,"['mention', 'mention', 'amp', 'mention', 'fun', 'google', 'pic', 'SXSW', 'link']",Unknown,3,mention mention amp mention fun google pic SXSW link ,0.3,0.2,0.0,0.708,0.292,0.5106,1.0,1.0,0.0,1.0,0.75,0.0,0.264,-0.020833333333333332,-0.43417222
60,"['quot', 'via', 'mention', 'link', 'Guy', 'Kawasaki', 'talks', 'Enchanted', 'SXSW', 'knows', 'stuff', 'books', 'internet', 'Apple', 'sxsw', 'quot']",Unknown,3,quot via mention link Guy Kawasaki talk Enchanted SXSW know stuff book internet Apple sxsw quot ,0.0,0.0,0.0,0.852,0.148,0.3818,1.0,1.0,0.0,0.0,0.4,0.0,0.09642857142857145,0.046875,0.0
61,"['futuremf', 'mention', 'link', 'spec', 'recipes', 'the', 'web', 'in', 'google', 'search', 'link', 'sxsw']",Unknown,3,futuremf mention link spec recipe the web in google search link sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09340000000000001,-0.125,0.0
62,"['OMFG', 'RT', 'mention', 'Heard', 'Apple', 'pop', 'store', 'downtown', 'Austin', 'Pics', 'already', 'Gowalla', 'link', 'sxsw', 'iPad2']",Apple,1,OMFG RT mention Heard Apple pop store downtown Austin Pics already Gowalla link sxsw iPad2 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15133333333333335,0.125,0.0
63,"['Smile', 'RT', 'mention', 'think', 'Apple', 'quot', 'pop', 'store', 'quot', 'Austin', 'would', 'a', 'lot', 'interesting', 'it', 'actually', 'know', 'popped', 'sxsw']",Apple,3,Smile RT mention think Apple quot pop store quot Austin would a lot interesting it actually know popped sxsw ,0.26666666666666666,0.2333333333333333,0.0,0.766,0.234,0.6369,0.3333333333333333,1.0,0.0,1.0,0.75,0.0,0.11000000000000003,0.21354166675,1.409389096
64,"['RT', 'mention', 'Line', 'the', 'Apple', 'store', 'insane', 'sxsw']",Unknown,0,RT mention Line the Apple store insane sxsw ,-1.0,1.0,0.278,0.722,0.0,-0.4019,0.0,-1.0,0.0,-1.0,-0.75,0.0,0.08166666666666667,0.125,-3.2046087360000004
65,"['Agree', 'RT', 'mention', 'Wait', 'FIONA', 'APPLE', 'in', 'town', 'Somebody', 'kidnap', 'and', 'put', 'in', 'recording', 'studio', 'she', 'records', 'new', 'album', 'sxsw']",Unknown,3,Agree RT mention Wait FIONA APPLE in town Somebody kidnap and put in recording studio she record new album sxsw ,0.13636363636363635,0.45454545454545453,0.0,0.884,0.116,0.3612,-1.0,-1.0,1.0,0.0,0.15000000000000002,0.0,0.1327142857142857,0.02777777766666667,3.586298998
66,"['sxsw', 'mention', 'mention', 'wanna', 'buy', 'a', 'drink', '7pm', 'Fado', '4th', 'link', 'Join', 'us']",Unknown,3,sxsw mention mention wanna buy a drink 7pm Fado 4th link Join u ,0.0,0.0,0.0,0.845,0.155,0.296,0.0,1.0,0.0,0.0,0.0,0.0,0.07020000000000001,0.1875,0.0
67,"['attending', 'mention', 'iPad', 'design', 'headaches', 'sxsw', 'link']",iPad,0,attending mention iPad design headache sxsw link ,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-0.5,0.0,0.108,0.375,0.0
68,"['Boooo', 'RT', 'mention', 'Flipboard', 'developing', 'iPhone', 'version', 'Android', 'says', 'mention', 'sxsw']",Unknown,0,Boooo RT mention Flipboard developing iPhone version Android say mention sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4176000000000001,0.125,0.0
69,"['Check', 'mention', 'mention', 'amp', 'mention', 'line', 'their', 'iPad', '2', 'Austin', 'Power', 'them', 'sxswi', 'SXSW', 'link']",iPad,1,Check mention mention amp mention line their iPad 2 Austin Power them sxswi SXSW link ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248,-0.125,0.0
