word,polar
anismus,-0.74
anither,0.58
ankle,-0.03
anklet,-0.83
ankylosis,0.776
anneal,-0.65
annelid,-0.64
annex,0.113
annie,-0.86
annihilating,0.561
annihilation,-0.8
anniversary,0.086
announce,-0.51
announcement,0.611
annoy,-0.26
annoyance,-0.1
annoying,-0.45
annoyingly,-0.77
annual,0.233
annually,-0.57
annuity,0.577
annul,-0.59
annular,-0.05
annulate,0.772
annulus,-0.05
anodyne,0.761
anomalopteryx,-0.84
anomalous,-0.55
anomalousness,-0.55
anomaly,-0.75
anomic,-0.4
anorectal,-0.74
anorgasmia,-0.67
anseriformes,-0.84
anserine,-0.6
ansons,-0.81
answer,0.627
answerable,-0.59
ant,-0.05
antacid,-0.67
antagonise,-0.63
antagonism,-0.41
antagonist,-0.53
antagonize,-0.86
antegrade,-0.63
antelope,0.326
antenna,0.103
anthelmintic,0.791
anthrax,-0.93
anthropoid,-0.67
anthropoidal,-0.67
anthropology,-0.6
anthropophagite,-0.75
anthropophagus,-0.75
anthroposophy,0.671
anti,-0.06
antiacid,-0.67
antialias,0.578
antibacterial,0.705
antibiotic,-0.52
antiblack,0.753
antic,0.757
anticholinergic,0.774
anticipant,0.508
anticipate,0.548
anticipation,0.2
anticipative,0.559
anticipator,-0.83
antidiarrheal,0.791
antidote,-0.59
antifeminism,-0.75
antiferromagnet,0.044
antifungal,0.703
antihistamine,0.871
antihypertensive,-0.67
antiinflammatory,-0.73
antimension,0.732
antimycotic,0.703
antineutron,0.483
antinomy,-0.58
antioxidant,-0.02
antipathy,-0.38
antipode,-0.54
antipodean,-0.54
antipolar,-0.54
antiproton,0.48
antiquate,-0.59
antiquated,0.588
antique,0.117
antiretrovirals,-0.84
antisemitism,-0.79
antisocial,-0.61
antispasmodic,0.791
antithesis,0.74
antithetical,0.74
antitussive,0.791
antiviral,-0.84
antler,0.087
antonymous,-0.53
antsy,-0.5
anus,-0.02
anxieties,-0.57
anxiety,-0.51
anxiolytic,-0.8
anxious,-0.51
anxiously,-0.56
anxiouslyly,-0.5
anxiousness,-0.5
anyhoo,-0.74
anyway,-0.81
apace,0.541
apart,-0.09
apartment,0.023
apatheia,0.781
apathetic,-0.54
apathetically,-0.57
apathy,-0.75
ape,-0.71
apelike,-0.66
aper,-0.74
aperient,-0.55
aperiodic,0.135
aperitif,0.036
aperture,0.064
apex,0.068
aphakia,-0.89
aphakic,-0.75
aphasic,-0.63
aphonic,-0.63
aphorism,-0.63
aphrodisia,0.799
aphrodisiac,0.545
apiece,-0.03
apio,-0.02
apish,-0.66
apnea,-0.04
apocalypse,-0.68
apocalyptic,-0.76
apocalyptical,-0.76
apocryphon,0.072
apollyon,-0.78
apologist,-0.76
apologize,-0.53
apology,0.559
apomictic,-0.77
apomixis,-0.69
apomorphic,-0.84
apomorphies,-0.84
apomorphine,0.774
apophatic,0.74
apostacy,0.759
apostasy,-0.54
apostate,-0.75
apotheosis,0.654
appal,-0.48
appall,-0.5
appanage,0.755
apparatus,0.515
apparel,0.036
apparently,0.575
appeal,0.497
appealing,0.537
appealingly,-0.77
appear,0.574
appearance,0.256
appease,0.638
appeasement,-0.49
appeasing,-0.65
appellative,0.743
appendage,0.071
appendant,0.926
appetence,-0.89
appetency,-0.89
appetent,0.735
appetiser,0.056
appetite,0.256
appetizer,0.03
appetizingness,-0.89
applaud,0.178
applaudable,0.613
applause,0.179
apple,0.077
applicability,0.057
applicant,0.572
application,0.025
applies,0.601
applique,0.572
apply,0.086
appoint,0.551
appointment,0.569
appraise,0.572
appreciable,0.535
appreciate,0.6
appreciation,0.862
appreciatively,0.369
appreciativeness,0.379
appreciator,0.667
apprehend,0.753
apprehension,-0.1
apprehensive,-0.49
apprehensively,-0.61
apprehensiveness,-0.84
apprentice,0.123
approach,0.538
approachable,0.761
approaching,-0.57
approbation,0.909
approbative,0.427
approbatory,0.427
appropriate,0.75
appropriately,0.544
appropriateness,0.554
approval,0.817
approve,0.427
approved,0.418
approving,0.427
approximate,-0.73
approximately,0.545
approximation,-0.68
approximative,-0.73
apricot,0.054
april,-0.03
apriori,0.748
apt,0.543
apteral,-0.8
apterygotes,-0.64
aptitude,0.333
aptly,0.548
aqua,0.643
aquamoeba,-0.7
aquarium,0.057
aquatic,-0.02
aquilegia,0.039
arabella,-0.64
arabidopsis,-0.57
arachnid,-0.03
arachnophobia,-0.77
aramid,0.355
arbiter,0.076
arbitrariness,0.262
arbitrary,-0.64
arbitrate,0.505
arbitrator,0.074
arborary,-0.63
arboreal,-0.63
arboretum,0.033
arboriform,-0.63
arborous,-0.63
arbour,-0.41
arcane,-0.03
arch,0.063
archaeology,-0.51
archaic,-0.15
archeology,-0.02
archeparch,0.837
archeparchy,0.837
archery,-0.07
archimandrite,0.837
architect,0.579
architectonic,0.819
architectonics,0.606
architecture,0.025
archival,-0.94
archivist,-0.94
archmage,0.027
archness,0.538
archway,0.063
arctic,-0.55
ardeidae,-0.84
ardent,0.654
ardor,0.408
arduous,-0.64
arduousness,-0.75
arecoline,-0.73
arena,0.051
arete,0.781
argal,-0.71
argali,-0.71
argot,-0.03
arguable,-0.86
argue,-0.81
argufy,0.803
arguing,0.801
argument,-0.81
argumentation,-0.66
argumentative,-0.58
arid,-0.59
aridness,-0.83
aright,0.531
arioso,0.736
arise,0.057
aristippus,0.781
aristocracy,0.776
aristocrat,0.083
aristocratic,0.919
aristotle,0.781
arithmetic,0.083
arm,-0.04
armchair,0.546
armet,-0.73
armilla,-0.83
armoire,0.05
armor,0.023
armored,0.568
armory,0.564
armpit,-0.02
army,-0.09
armyworm,-0.65
aroma,0.506
around,0.153
arousal,0.873
arouse,0.811
arpeggio,-0.72
arraign,-0.81
arrange,-0.58
arrangement,0.824
arrastra,-0.76
array,0.631
arrayed,-0.75
arrears,0.589
arrest,-0.86
arresting,0.497
arrhythmia,-0.77
arrhythmic,-0.67
arrival,0.123
arrive,0.092
arriviste,-0.83
arrogance,-0.88
arrogancy,-0.58
arrogant,-0.57
arrogantly,-0.57
arrogate,0.615
arrow,0.036
arrowhead,0.036
arse,-0.59
arsenal,-0.11
arson,-0.14
arsonist,-0.03
art,0.105
artefact,0.095
arter,-0.86
arterial,0.025
arteries,0.025
arteritis,-0.79
arterivirus,0.784
artery,0.025
artful,0.619
artfulness,-0.72
arthralgia,-0.78
arthritis,-0.74
arthropathy,-0.69
arthropod,-0.03
arthropods,0.103
arthrosis,0.776
artic,-0.03
article,0.623
articulacy,0.872
articulate,0.044
articulation,-0.76
artifact,-0.5
artifice,-0.68
artificer,0.575
artificial,-0.74
artificiality,-0.67
artillery,-0.63
artiodactyl,-0.75
artisan,0.575
artisanship,0.627
artist,0.077
artistic,0.873
artistry,0.817
artless,-0.6
artlessness,-0.59
artor,-0.78
artwork,0.034
arytenoid,-0.73
asana,0.31
asarabacca,-0.61
asbestos,-0.02
ascaris,-0.85
ascend,0.083
ascendance,-0.83
ascendancy,-0.83
ascendant,-0.83
ascendency,-0.83
ascent,0.562
ascetic,0.69
ascetical,0.69
asceticism,0.805
ascribable,0.561
ascribe,0.615
asepsis,0.671
asexual,-0.77
ash,-0.02
ashes,-0.56
ashtanga,0.31
asia,0.686
asian,0.042
asinine,-0.88
asininely,-0.61
asininity,0.737
ask,0.564
asker,-0.67
asleep,0.55
asocial,-0.6
aspartame,0.701
aspd,0.947
aspect,0.104
asperity,0.621
asperse,-0.53
asphalt,0.066
aspheric,0.772
aspherical,0.772
asphyxiating,-0.77
aspic,0.802
aspirant,0.828
aspiration,0.044
aspire,0.583
aspirin,-0.11
aspiring,0.828
asplenia,-0.51
ass,-0.02
assail,-0.73
assassin,-0.66
assassinate,-0.57
assassination,-0.72
assault,-0.11
assaultive,-0.59
assay,0.749
assemblage,0.754
assemble,0.089
assembly,0.051
assent,0.13
assert,0.473
assertion,0.668
assertive,0.584
assertively,0.581
assertiveness,0.873
assess,0.041
asset,0.12
asseverate,0.615
asseveration,0.751
asshole,-0.8
assibilation,0.736
assiduity,0.87
assiduous,0.521
assiduousness,0.751
assign,0.251
assignment,0.043
assimilate,0.709
assimilation,-0.8
assinine,-0.88
assist,0.733
assistance,0.787
assistant,0.086
assistantship,0.571
assistantships,0.571
associability,0.546
associableness,0.546
associate,0.051
association,0.091
assoil,0.738
assonance,-0.56
assorted,-0.7
assortment,0.031
assuage,0.635
assuasive,0.387
assume,0.932
assumption,0.189
assurance,0.222
assure,0.398
astaroth,0.689
astasia,-0.67
astellas,0.413
asterisk,0.618
asternal,-0.82
asthama,-0.59
asthenia,-0.8
asthenopia,-0.7
asthenosphere,-0.3
astheny,-0.74
asthma,-0.08
astonish,0.357
astonished,0.569
astonishing,0.356
astonishingly,0.357
astonishment,0.784
astound,0.357
astounded,0.355
astounding,0.356
astrakhan,-0.56
astray,-0.52
astrazeneca,0.413
astringence,-0.68
astringency,-0.79
astrolabe,0.537
astrology,0.027
astuteness,0.742
asunder,0.487
asylum,-0.62
asymmetrical,-0.52
asymmetry,-0.7
asynchronously,-0.1
ataraxia,0.671
ataraxis,0.438
atasteful,0.735
atazanavir,-0.84
ateji,-0.76
atelic,0.693
atemporal,0.699
athame,0.102
atheia,-0.78
atheism,-0.53
atheist,0.519
atheistical,0.49
athelete,0.323
atheletes,0.323
atheoretical,-0.68
atherosclerosis,-0.72
athlete,0.6
athletic,0.606
athleticism,-0.64
athletics,0.546
atlantic,0.053
atm,0.052
atmosphere,0.631
atom,0.032
atomization,-0.8
atomoxetine,0.774
atonal,-0.72
atonality,-0.72
atonement,-0.68
atones,0.759
atop,0.526
atrium,-0.02
atrocious,-0.61
atrociousness,-0.94
atrocity,-0.8
atrophedema,-0.78
atrophicans,-0.74
atrophy,-0.81
atropine,-0.59
attach,0.112
attachment,0.565
attack,-0.14
attacker,-0.07
attain,0.562
attainability,0.588
attainable,0.589
attainment,0.631
attempt,0.299
attend,0.043
attendance,0.495
attendant,0.596
attendee,0.059
attendence,0.495
attender,0.495
attention,0.333
attentional,0.873
attentive,0.521
attenuation,-0.81
attest,0.771
attested,0.544
attic,-0.02
attire,-0.86
attitude,0.227
attorney,0.057
attract,0.833
attraction,0.113
attractive,0.127
attractiveness,0.688
attractivenessment,0.688
attributable,0.561
attributive,0.693
attrition,-0.42
atwitter,-0.55
atypical,-0.64
auction,0.057
audacious,0.377
audaciously,0.377
audaciousness,0.828
audacity,0.828
audibility,0.721
audible,0.495
audibleness,0.721
audience,0.579
audio,0.054
audiocassette,0.561
audit,0.609
audition,0.92
auditor,-0.67
auditorium,0.544
augment,0.18
augmentin,0.707
augur,0.676
august,-0.03
augustan,0.609
aumf,0.357
aunt,0.094
aura,0.64
aureate,0.539
aureole,0.822
auriculata,0.715
auriform,0.772
auritus,-0.69
auspex,0.676
auspicate,0.617
auspice,0.723
auspicious,0.74
auspiciously,0.644
auspiciousness,0.875
austere,-0.62
austerity,-0.89
austudy,0.254
authenticate,0.771
authenticated,0.546
authenticity,0.909
author,-0.03
authorial,0.909
authoritarian,-0.74
authoritarianism,-0.85
authoritative,0.701
authoritie,0.438
authority,0.91
authorize,0.588
authorized,0.642
auto,-0.57
autobahn,0.76
autocorrelation,-0.7
autocracy,-0.83
autocrat,-0.71
autocratic,-0.64
autocratically,-0.64
autofocus,-0.55
automatic,0.515
automatically,-0.1
automaton,-0.55
automobile,0.059
autoplasty,0.788
autostrada,0.783
autotransformers,0.042
autumn,-0.04
autumnal,-0.79
avail,0.873
availability,0.859
available,0.052
avalanche,-0.04
avarice,-0.75
avaricious,-0.44
avenge,0.588
avenger,0.588
avenue,-0.02
aver,0.615
average,0.071
averageness,0.611
averment,0.778
averse,-0.48
aversely,-0.65
averseness,-0.48
aversion,-0.38
aversive,0.873
avert,-0.48
avgas,-0.02
avialae,-0.84
avialans,-0.84
avian,0.041
aviation,0.041
avicularia,-0.64
avid,0.547
avidity,-0.85
avidness,-0.43
avitaminosis,-0.65
avocado,0.523
avoid,-0.87
avoidance,-0.63
avoidant,-0.73
avoided,-0.56
avouch,0.529
avow,0.65
avowal,-0.74
await,-0.65
awake,0.086
awaken,0.092
award,0.883
aware,0.56
awareness,0.138
away,-0.52
awe,0.642
awed,0.357
aweless,0.563
awesome,0.292
awestricken,0.356
awestruck,0.356
awful,-0.37
awfully,-0.56
awfulness,-0.58
awing,0.714
awkward,-0.52
awkwardness,-0.71
awless,0.563
awry,-0.56
axe,-0.55
